2025-10-02 10:44:13,613 | INFO | root | Using device: cuda
2025-10-02 11:42:57,037 | ERROR | v_transformer.training | Non-finite loss encountered (AMP) at epoch 1 step 166; skipping batch. preds range=[0.0000, 33.5312] targets range=[6.0000, 954.0000]
2025-10-02 11:43:05,973 | INFO | v_transformer.training | Epoch 1 Step 170 Loss 345519.9688
2025-10-02 11:43:17,211 | ERROR | v_transformer.training | Non-finite loss encountered (AMP) at epoch 1 step 174; skipping batch. preds range=[0.0000, 38.1250] targets range=[28.5000, 793.0000]
2025-10-02 11:43:24,033 | ERROR | v_transformer.training | Non-finite loss encountered (AMP) at epoch 1 step 177; skipping batch. preds range=[-0.4651, 39.6562] targets range=[0.0000, 809.0000]
2025-10-02 11:43:30,807 | ERROR | v_transformer.training | Non-finite loss encountered (AMP) at epoch 1 step 180; skipping batch. preds range=[0.0000, 40.7812] targets range=[8.9000, 751.4000]
2025-10-02 11:43:33,000 | ERROR | v_transformer.training | Non-finite loss encountered (AMP) at epoch 1 step 181; skipping batch. preds range=[0.0000, 41.0938] targets range=[0.0000, 811.0000]
2025-10-02 11:43:38,783 | ERROR | v_transformer.training | Non-finite loss encountered (AMP) at epoch 1 step 183; skipping batch. preds range=[0.0000, 40.6875] targets range=[1.1000, 789.1000]
2025-10-02 11:43:58,307 | INFO | v_transformer.training | Epoch 1 Step 190 Loss 240306.6250
2025-10-02 11:44:10,914 | ERROR | v_transformer.training | Non-finite loss encountered (AMP) at epoch 1 step 195; skipping batch. preds range=[0.0000, 49.5000] targets range=[170.8000, 946.0000]
2025-10-02 11:44:20,267 | ERROR | v_transformer.training | Non-finite loss encountered (AMP) at epoch 1 step 199; skipping batch. preds range=[0.0000, 51.4375] targets range=[0.0000, 772.0000]
2025-10-02 11:44:23,002 | INFO | v_transformer.training | Epoch 1 Step 200 Loss 222270.2344
2025-10-02 11:44:25,677 | ERROR | v_transformer.training | Non-finite loss encountered (AMP) at epoch 1 step 201; skipping batch. preds range=[0.0000, 52.3125] targets range=[15.5000, 873.0000]
2025-10-02 11:44:28,554 | ERROR | v_transformer.training | Non-finite loss encountered (AMP) at epoch 1 step 202; skipping batch. preds range=[0.0000, 52.5312] targets range=[2.7000, 951.0000]
2025-10-02 11:44:46,159 | ERROR | v_transformer.training | Non-finite loss encountered (AMP) at epoch 1 step 209; skipping batch. preds range=[0.0000, 57.3750] targets range=[78.4000, 820.0000]
2025-10-02 11:44:48,393 | INFO | v_transformer.training | Epoch 1 Step 210 Loss 274607.2500
